"historical_job_id","employer","title","location","source_url","description_excerpt","review_outcome","review_reason"
"9c9502de84107477ff48b3dc90df60dd1c4751631e3079fae8aa70172af88353","Origis Energy","Director or Manager, Business Development","Miami, Florida, United States, FL","https://boards.greenhouse.io/origisenergy/jobs/4982896004","Position Description The Director or Manager, Business Development position, reporting to the Senior Director Business Development, will drive the company’s growth as part of the Commercial & Industrial (C&I) team, responsible for building a strategic plan for the C&I U.S. market and executing on the plan by managing and growing key relationships with large, strategic C&I customers, consultants, and aggregators. The role involves working across all business units, including project development, ","",""
"38e0d01c389186620a40d6cd807e9e8b4254dc70439fde5ba1595ca3afe554e5","Origis Energy","Remote Operations Center Operator","Austin, Texas, United States, TX","https://boards.greenhouse.io/origisenergy/jobs/4062873004","Position Description Origis Services, LLC is a rapidly expanding Operations and Maintenance provider for solar and energy storage sites in the United States. Our asset portfolio continues to increase at a near exponential rate, with a mixture of Owner developed and constructed sites and third-party sites contracted, or already under management. Origis Service, LLC is looking to fulfill a Remote Operations Center (ROC) Operator role in Austin, Texas and reporting to the ROC Supervisor/Manager. Ke","",""
"dbd4853ad900ca7f5014114f784f4a763011aa487aee5c2712638ec77937588e","Origis Energy","Director, PV Energy & Performance Engineering","Austin, Texas, United States, TX","https://boards.greenhouse.io/origisenergy/jobs/5204165004","Position Description Origis is seeking a Director PV Energy & Performance whose primary responsibility will be modeling, analyzing, and optimizing plant performance for utility solar plus energy storage projects through all stages of the development lifecycle. The responsibility includes the technical evaluation of solar equipment and implementation of QA/QC programs for PV modules. This individual, reporting to the Sr. Director of Performance Engineering, will be a subject matter expert on our ","",""
"b112e1e1926cace98711b15042c5ca10b811b4cc12a03985bcdfd65d7f95e8a6","Origis Energy","Director, Performance Engineering","Austin, Texas, United States, TX","https://boards.greenhouse.io/origisenergy/jobs/4684454004","Company Overview Origis Services, LLC is a rapidly expanding Operations and Maintenance provider in the United States. Our solar asset portfolio continues to increase at a near exponential rate, with a mixture of owner developed and constructed sites and third-party sites contracted, or already under management. Our goal is to provide a more inclusive service capability, driving out the large expenses that are normally passed through to the owner. Position DescriptionOrigis Services, LLC is seek","",""
"41ad95695f2fbc30cbcd7aa24467daeadd1b71cc12e35676bd209e18e0c78718","Origis Energy","Director or Manager Project Engineering","Miami, Florida, United States, FL","https://boards.greenhouse.io/origisenergy/jobs/5233769004","Director or Manager - Project Engineering Position Description Origis is seeking a Director or Manager - Project Engineering who will be a dedicated resource, the technical lead, and main point of contact for all engineering and technical matters on our utility-scale solar and BESS projects nationwide, with a focus on the U.S. South-east region. This individual will lead and own all Project Engineering efforts at the pre-construction and construction project phases. These efforts will support th","",""
