providerType,ccn,providerName,city,state,reviewedDomain,candidateUrl,mapLinkCount,careerUrlsFound,detailedJobUrlsFound,detailedJobUrlCount,verifiedDetailPages,atsDetected,jobPostingDetected,auditStage,auditStatus,auditReason
nursing_home,045214,Hudson Memorial Nursing Home,EL DORADO,AR,hudsonmemorialnursing.com,https://hudsonmemorialnursing.com/,2,,,0,0,false,false,map_only,rejected_insufficient_detailed_job_urls,Map found 0 provider-hosted job-detail URL(s) with a stable path; requires at least 5.
nursing_home,075338,ARK HEALTHCARE & REHABILITATION AT GOVERNORS HOUSE,SIMSBURY,CT,arkgovernorshouse.com,https://arkgovernorshouse.com/services/,12,https://arkgovernorshouse.com/re-opening-letter|https://arkgovernorshouse.com/careers,https://arkgovernorshouse.com/re-opening-letter,1,0,false,false,map_only,rejected_insufficient_detailed_job_urls,Map found 1 provider-hosted job-detail URL(s) with a stable path; requires at least 5.
nursing_home,105634,GULFSIDE HEALTH AND REHABILITATION CENTER,CLEARWATER,FL,gulfsidehrc.com,https://gulfsidehrc.com/,20,https://gulfsidehrc.com/employment,,0,0,false,false,map_only,rejected_insufficient_detailed_job_urls,Map found 0 provider-hosted job-detail URL(s) with a stable path; requires at least 5.
nursing_home,115449,HART CARE CENTER,HARTWELL,GA,hartcarecenter.org,https://hartcarecenter.org/service/senior-care-services/,18,,,0,0,false,false,map_only,rejected_insufficient_detailed_job_urls,Map found 0 provider-hosted job-detail URL(s) with a stable path; requires at least 5.
nursing_home,225049,Pine Knoll Nursing Center,LEXINGTON,MA,pineknollnursingcenter.com,https://www.pineknollnursingcenter.com/About-Pine-Knoll-Nursing-Center-Rehab,2,,,0,0,false,false,map_only,rejected_insufficient_detailed_job_urls,Map found 0 provider-hosted job-detail URL(s) with a stable path; requires at least 5.
nursing_home,215007,Wicomico Nursing Home,SALISBURY,MD,wicomiconursinghome.org,https://wicomiconursinghome.org/contact/,7,https://wicomiconursinghome.org/employment,,0,0,false,false,map_only,rejected_insufficient_detailed_job_urls,Map found 0 provider-hosted job-detail URL(s) with a stable path; requires at least 5.
nursing_home,205082,PINNACLE HEALTH & REHAB AT SANFORD,SANFORD,ME,pinnaclesanford.com,https://pinnaclesanford.com/,7,https://pinnaclesanford.com/employment-application,,0,0,false,false,map_only,rejected_insufficient_detailed_job_urls,Map found 0 provider-hosted job-detail URL(s) with a stable path; requires at least 5.
nursing_home,265412,MOUNTAIN VIEW HEALTHCARE,MOUNTAIN VIEW,MO,willowhealthcare.com,https://www.willowhealthcare.com/communities/mountain-view-healthcare/,28,https://www.willowhealthcare.com/about-us/careers,,0,0,false,false,map_only,rejected_insufficient_detailed_job_urls,Map found 0 provider-hosted job-detail URL(s) with a stable path; requires at least 5.
nursing_home,38E174,VILLAGE MANOR OF CASCADIA,WOOD VILLAGE,OR,villagemanorofcascadia.com,https://www.villagemanorofcascadia.com/,10,https://www.villagemanorofcascadia.com/careers,,0,0,false,false,map_only,rejected_insufficient_detailed_job_urls,Map found 0 provider-hosted job-detail URL(s) with a stable path; requires at least 5.
nursing_home,395605,ST BARNABAS NURSING HOME,GIBSONIA,PA,stbarnabashealthsystem.com,https://stbarnabashealthsystem.com/charities/annual-events/presents-for-patients/,106,https://stbarnabashealthsystem.com/careers/students/student-employment-application|https://stbarnabashealthsystem.com/careers/application|https://stbarnabashealthsystem.com/careers/referral-bonus|https://stbarnabashealthsystem.com/careers/students|https://stbarnabashealthsystem.com/careers,https://stbarnabashealthsystem.com/careers/students/student-employment-application|https://stbarnabashealthsystem.com/careers/application|https://stbarnabashealthsystem.com/careers/referral-bonus|https://stbarnabashealthsystem.com/careers/students,4,0,false,false,map_only,rejected_insufficient_detailed_job_urls,Map found 4 provider-hosted job-detail URL(s) with a stable path; requires at least 5.
nursing_home,056382,THE GROVE POST-ACUTE CARE CENTER,SYLMAR,CA,thegrovepostacute.com,https://www.thegrovepostacute.com/,5,,,0,0,false,false,map_only,rejected_insufficient_detailed_job_urls,Map found 0 provider-hosted job-detail URL(s) with a stable path; requires at least 5.
nursing_home,295104,SIERRA BASIN POST ACUTE,CARSON CITY,NV,sierrabasinpa.com,https://sierrabasinpa.com/,14,https://sierrabasinpa.com/careers,,0,0,false,false,map_only,rejected_insufficient_detailed_job_urls,Map found 0 provider-hosted job-detail URL(s) with a stable path; requires at least 5.
nursing_home,676000,PINE RIDGE HEALTH CARE LLP,LIVINGSTON,TX,pineridgellp.com,https://pineridgellp.com/contact/,1,,,0,0,false,false,map_only,rejected_insufficient_detailed_job_urls,Map found 0 provider-hosted job-detail URL(s) with a stable path; requires at least 5.
nursing_home,535026,Big Horn Rehabilitation and Care Center,Sheridan,WY,bighornhc.com,https://bighornhc.com/,26,https://bighornhc.com/careers,,0,0,false,false,map_only,rejected_insufficient_detailed_job_urls,Map found 0 provider-hosted job-detail URL(s) with a stable path; requires at least 5.
