"historical_job_id","employer","title","location","source_url","description_excerpt","review_outcome","review_reason"
"0ecfa3114bb824cc4826f25343b330e2e5b69a204864c03213d0bf1aadc325c8","SunPower","Lead Installation Technician/Foreman - Ontario, CA","Remote, US","https://careers.sunpower.com/job/Remote-Lead-Installation-TechnicianForeman-Ontario%2C-CA-OR-CONV/334059300/","Do you want to change the world? We do, too. The energy market is roughly $4 trillion globally, and solar penetration is less than 1%. But just one hour of sunlight, if harnessed, could power the entire world for a year. We have the opportunity to completely change the way energy is produced, distributed and consumed on a global scale, and we’re looking for talented, committed people to help us drive our growth and achieve our goals. SunPower is a global solar energy solutions company with a ric","",""
